ADM1_EN,ntl,year,day_of_year,filename,date
Kirovohradska,36.49371197,2020,92,VNP46A3.A2020092.h21v04.001.2021125125209.h5,01/04/2020
Kyivska,9.126934086,2020,92,VNP46A3.A2020092.h21v04.001.2021125125209.h5,01/04/2020
Luhanska,5.48303498,2020,92,VNP46A3.A2020092.h21v04.001.2021125125209.h5,01/04/2020
Mykolaivska,1081.697825,2020,92,VNP46A3.A2020092.h21v04.001.2021125125209.h5,01/04/2020
Odeska,1519.141287,2020,92,VNP46A3.A2020092.h21v04.001.2021125125209.h5,01/04/2020
Poltavska,34.97211532,2020,92,VNP46A3.A2020092.h21v04.001.2021125125209.h5,01/04/2020
Sevastopol,79.44327177,2020,92,VNP46A3.A2020092.h21v04.001.2021125125209.h5,01/04/2020
Vinnytska,0.645833333,2020,92,VNP46A3.A2020092.h21v04.001.2021125125209.h5,01/04/2020
Zaporizka,637.9695001,2020,92,VNP46A3.A2020092.h21v04.001.2021125125209.h5,01/04/2020
Luhanska,3.021771109,2020,92,VNP46A3.A2020092.h22v04.001.2021125125232.h5,01/04/2020
Khmelnytska,65535,2020,122,VNP46A3.A2020122.h20v03.001.2021125162802.h5,01/05/2020
Kyivska,64310.58035,2020,122,VNP46A3.A2020122.h20v03.001.2021125162802.h5,01/05/2020
Lvivska,64747.63694,2020,122,VNP46A3.A2020122.h20v03.001.2021125162802.h5,01/05/2020
Rivnenska,65535,2020,122,VNP46A3.A2020122.h20v03.001.2021125162802.h5,01/05/2020
Ternopilska,65535,2020,122,VNP46A3.A2020122.h20v03.001.2021125162802.h5,01/05/2020
Volynska,65535,2020,122,VNP46A3.A2020122.h20v03.001.2021125162802.h5,01/05/2020
Zhytomyrska,65321.69702,2020,122,VNP46A3.A2020122.h20v03.001.2021125162802.h5,01/05/2020
Cherkaska,40349.80931,2020,122,VNP46A3.A2020122.h20v04.001.2021125162803.h5,01/05/2020
Chernivetska,16312.65547,2020,122,VNP46A3.A2020122.h20v04.001.2021125162803.h5,01/05/2020
Ivano-Frankivska,17800.61147,2020,122,VNP46A3.A2020122.h20v04.001.2021125162803.h5,01/05/2020
Khmelnytska,43246.14989,2020,122,VNP46A3.A2020122.h20v04.001.2021125162803.h5,01/05/2020
Kirovohradska,47997.46701,2020,122,VNP46A3.A2020122.h20v04.001.2021125162803.h5,01/05/2020
Kyivska,61037.36818,2020,122,VNP46A3.A2020122.h20v04.001.2021125162803.h5,01/05/2020
Lvivska,28709.32649,2020,122,VNP46A3.A2020122.h20v04.001.2021125162803.h5,01/05/2020
Odeska,8507.542552,2020,122,VNP46A3.A2020122.h20v04.001.2021125162803.h5,01/05/2020
Ternopilska,45567.88767,2020,122,VNP46A3.A2020122.h20v04.001.2021125162803.h5,01/05/2020
Vinnytska,18815.58929,2020,122,VNP46A3.A2020122.h20v04.001.2021125162803.h5,01/05/2020
Zakarpatska,24380.2644,2020,122,VNP46A3.A2020122.h20v04.001.2021125162803.h5,01/05/2020
Zhytomyrska,56505.68379,2020,122,VNP46A3.A2020122.h20v04.001.2021125162803.h5,01/05/2020
Cherkaska,63853.72653,2020,122,VNP46A3.A2020122.h21v03.001.2021125162827.h5,01/05/2020
Chernihivska,65535,2020,122,VNP46A3.A2020122.h21v03.001.2021125162827.h5,01/05/2020
Kharkivska,57447.38523,2020,122,VNP46A3.A2020122.h21v03.001.2021125162827.h5,01/05/2020
Kyiv,22451.40209,2020,122,VNP46A3.A2020122.h21v03.001.2021125162827.h5,01/05/2020
Kyivska,47578.19461,2020,122,VNP46A3.A2020122.h21v03.001.2021125162827.h5,01/05/2020
Luhanska,65249.23692,2020,122,VNP46A3.A2020122.h21v03.001.2021125162827.h5,01/05/2020
Poltavska,65343.50264,2020,122,VNP46A3.A2020122.h21v03.001.2021125162827.h5,01/05/2020
Sumska,64191.68568,2020,122,VNP46A3.A2020122.h21v03.001.2021125162827.h5,01/05/2020
Autonomous Republic of Crimea,409.3704349,2020,122,VNP46A3.A2020122.h21v04.001.2021125162826.h5,01/05/2020
Cherkaska,20614.73596,2020,122,VNP46A3.A2020122.h21v04.001.2021125162826.h5,01/05/2020
Dnipropetrovska,24524.20741,2020,122,VNP46A3.A2020122.h21v04.001.2021125162826.h5,01/05/2020
Donetska,2299.787522,2020,122,VNP46A3.A2020122.h21v04.001.2021125162826.h5,01/05/2020
Kharkivska,23520.32818,2020,122,VNP46A3.A2020122.h21v04.001.2021125162826.h5,01/05/2020
Khersonska,4018.340596,2020,122,VNP46A3.A2020122.h21v04.001.2021125162826.h5,01/05/2020
Kirovohradska,12433.92727,2020,122,VNP46A3.A2020122.h21v04.001.2021125162826.h5,01/05/2020
Kyivska,34645.98695,2020,122,VNP46A3.A2020122.h21v04.001.2021125162826.h5,01/05/2020
Luhanska,4652.476482,2020,122,VNP46A3.A2020122.h21v04.001.2021125162826.h5,01/05/2020
Mykolaivska,1885.993856,2020,122,VNP46A3.A2020122.h21v04.001.2021125162826.h5,01/05/2020
Odeska,3246.68675,2020,122,VNP46A3.A2020122.h21v04.001.2021125162826.h5,01/05/2020
Poltavska,56416.58728,2020,122,VNP46A3.A2020122.h21v04.001.2021125162826.h5,01/05/2020
Sevastopol,76.3060686,2020,122,VNP46A3.A2020122.h21v04.001.2021125162826.h5,01/05/2020
Vinnytska,65535,2020,122,VNP46A3.A2020122.h21v04.001.2021125162826.h5,01/05/2020
Zaporizka,7672.894962,2020,122,VNP46A3.A2020122.h21v04.001.2021125162826.h5,01/05/2020
Luhanska,405.3786408,2020,122,VNP46A3.A2020122.h22v04.001.2021125162847.h5,01/05/2020
Khmelnytska,65535,2020,153,VNP46A3.A2020153.h20v03.001.2021125210122.h5,01/06/2020
Kyivska,65535,2020,153,VNP46A3.A2020153.h20v03.001.2021125210122.h5,01/06/2020
Lvivska,65535,2020,153,VNP46A3.A2020153.h20v03.001.2021125210122.h5,01/06/2020
Rivnenska,65535,2020,153,VNP46A3.A2020153.h20v03.001.2021125210122.h5,01/06/2020
Ternopilska,65535,2020,153,VNP46A3.A2020153.h20v03.001.2021125210122.h5,01/06/2020
Volynska,65535,2020,153,VNP46A3.A2020153.h20v03.001.2021125210122.h5,01/06/2020
Zhytomyrska,65535,2020,153,VNP46A3.A2020153.h20v03.001.2021125210122.h5,01/06/2020
Cherkaska,65535,2020,153,VNP46A3.A2020153.h20v04.001.2021125203559.h5,01/06/2020
Chernivetska,65535,2020,153,VNP46A3.A2020153.h20v04.001.2021125203559.h5,01/06/2020
Ivano-Frankivska,65535,2020,153,VNP46A3.A2020153.h20v04.001.2021125203559.h5,01/06/2020
Khmelnytska,65535,2020,153,VNP46A3.A2020153.h20v04.001.2021125203559.h5,01/06/2020
Kirovohradska,65535,2020,153,VNP46A3.A2020153.h20v04.001.2021125203559.h5,01/06/2020
Kyivska,65535,2020,153,VNP46A3.A2020153.h20v04.001.2021125203559.h5,01/06/2020
Lvivska,65535,2020,153,VNP46A3.A2020153.h20v04.001.2021125203559.h5,01/06/2020
Odeska,65535,2020,153,VNP46A3.A2020153.h20v04.001.2021125203559.h5,01/06/2020
Ternopilska,65535,2020,153,VNP46A3.A2020153.h20v04.001.2021125203559.h5,01/06/2020
Vinnytska,65535,2020,153,VNP46A3.A2020153.h20v04.001.2021125203559.h5,01/06/2020
Zakarpatska,65535,2020,153,VNP46A3.A2020153.h20v04.001.2021125203559.h5,01/06/2020
Zhytomyrska,65535,2020,153,VNP46A3.A2020153.h20v04.001.2021125203559.h5,01/06/2020
Cherkaska,65535,2020,153,VNP46A3.A2020153.h21v03.001.2021125203604.h5,01/06/2020
Chernihivska,65535,2020,153,VNP46A3.A2020153.h21v03.001.2021125203604.h5,01/06/2020
Kharkivska,65535,2020,153,VNP46A3.A2020153.h21v03.001.2021125203604.h5,01/06/2020
Kyiv,65535,2020,153,VNP46A3.A2020153.h21v03.001.2021125203604.h5,01/06/2020
Kyivska,65535,2020,153,VNP46A3.A2020153.h21v03.001.2021125203604.h5,01/06/2020
Luhanska,65535,2020,153,VNP46A3.A2020153.h21v03.001.2021125203604.h5,01/06/2020
Poltavska,65535,2020,153,VNP46A3.A2020153.h21v03.001.2021125203604.h5,01/06/2020
Sumska,65535,2020,153,VNP46A3.A2020153.h21v03.001.2021125203604.h5,01/06/2020
Autonomous Republic of Crimea,47146.58572,2020,153,VNP46A3.A2020153.h21v04.001.2021125210158.h5,01/06/2020
Cherkaska,65535,2020,153,VNP46A3.A2020153.h21v04.001.2021125210158.h5,01/06/2020
Dnipropetrovska,65535,2020,153,VNP46A3.A2020153.h21v04.001.2021125210158.h5,01/06/2020
Donetska,65535,2020,153,VNP46A3.A2020153.h21v04.001.2021125210158.h5,01/06/2020
Kharkivska,65535,2020,153,VNP46A3.A2020153.h21v04.001.2021125210158.h5,01/06/2020
Khersonska,65535,2020,153,VNP46A3.A2020153.h21v04.001.2021125210158.h5,01/06/2020
Kirovohradska,65535,2020,153,VNP46A3.A2020153.h21v04.001.2021125210158.h5,01/06/2020
Kyivska,65535,2020,153,VNP46A3.A2020153.h21v04.001.2021125210158.h5,01/06/2020
Luhanska,65535,2020,153,VNP46A3.A2020153.h21v04.001.2021125210158.h5,01/06/2020
Mykolaivska,65535,2020,153,VNP46A3.A2020153.h21v04.001.2021125210158.h5,01/06/2020
Odeska,65535,2020,153,VNP46A3.A2020153.h21v04.001.2021125210158.h5,01/06/2020
Poltavska,65535,2020,153,VNP46A3.A2020153.h21v04.001.2021125210158.h5,01/06/2020
Sevastopol,1210.408971,2020,153,VNP46A3.A2020153.h21v04.001.2021125210158.h5,01/06/2020
Vinnytska,65535,2020,153,VNP46A3.A2020153.h21v04.001.2021125210158.h5,01/06/2020
Zaporizka,65535,2020,153,VNP46A3.A2020153.h21v04.001.2021125210158.h5,01/06/2020
Luhanska,65535,2020,153,VNP46A3.A2020153.h22v04.001.2021125210355.h5,01/06/2020
Khmelnytska,65535,2020,183,VNP46A3.A2020183.h20v03.001.2021125210817.h5,01/07/2020
Kyivska,65535,2020,183,VNP46A3.A2020183.h20v03.001.2021125210817.h5,01/07/2020
Lvivska,65535,2020,183,VNP46A3.A2020183.h20v03.001.2021125210817.h5,01/07/2020
Rivnenska,65535,2020,183,VNP46A3.A2020183.h20v03.001.2021125210817.h5,01/07/2020
Ternopilska,65535,2020,183,VNP46A3.A2020183.h20v03.001.2021125210817.h5,01/07/2020
Volynska,65535,2020,183,VNP46A3.A2020183.h20v03.001.2021125210817.h5,01/07/2020
Zhytomyrska,65535,2020,183,VNP46A3.A2020183.h20v03.001.2021125210817.h5,01/07/2020
Cherkaska,65366.84395,2020,183,VNP46A3.A2020183.h20v04.001.2021125210823.h5,01/07/2020
Chernivetska,44821.66088,2020,183,VNP46A3.A2020183.h20v04.001.2021125210823.h5,01/07/2020
Ivano-Frankivska,56080.89542,2020,183,VNP46A3.A2020183.h20v04.001.2021125210823.h5,01/07/2020
Khmelnytska,50689.78804,2020,183,VNP46A3.A2020183.h20v04.001.2021125210823.h5,01/07/2020
Kirovohradska,0,2020,183,VNP46A3.A2020183.h20v04.001.2021125210823.h5,01/07/2020
Kyivska,65535,2020,183,VNP46A3.A2020183.h20v04.001.2021125210823.h5,01/07/2020
Lvivska,63622.52153,2020,183,VNP46A3.A2020183.h20v04.001.2021125210823.h5,01/07/2020
Odeska,1269.891007,2020,183,VNP46A3.A2020183.h20v04.001.2021125210823.h5,01/07/2020
Ternopilska,65535,2020,183,VNP46A3.A2020183.h20v04.001.2021125210823.h5,01/07/2020
Vinnytska,30914.52927,2020,183,VNP46A3.A2020183.h20v04.001.2021125210823.h5,01/07/2020
Zakarpatska,17913.58902,2020,183,VNP46A3.A2020183.h20v04.001.2021125210823.h5,01/07/2020
Zhytomyrska,65535,2020,183,VNP46A3.A2020183.h20v04.001.2021125210823.h5,01/07/2020
Cherkaska,65535,2020,183,VNP46A3.A2020183.h21v03.001.2021125210837.h5,01/07/2020
Chernihivska,65535,2020,183,VNP46A3.A2020183.h21v03.001.2021125210837.h5,01/07/2020
Kharkivska,65535,2020,183,VNP46A3.A2020183.h21v03.001.2021125210837.h5,01/07/2020
Kyiv,65535,2020,183,VNP46A3.A2020183.h21v03.001.2021125210837.h5,01/07/2020
Kyivska,65535,2020,183,VNP46A3.A2020183.h21v03.001.2021125210837.h5,01/07/2020
Luhanska,65535,2020,183,VNP46A3.A2020183.h21v03.001.2021125210837.h5,01/07/2020
Poltavska,65535,2020,183,VNP46A3.A2020183.h21v03.001.2021125210837.h5,01/07/2020
Sumska,65535,2020,183,VNP46A3.A2020183.h21v03.001.2021125210837.h5,01/07/2020
Autonomous Republic of Crimea,251.1666311,2020,183,VNP46A3.A2020183.h21v04.001.2021125210837.h5,01/07/2020
Cherkaska,55982.15939,2020,183,VNP46A3.A2020183.h21v04.001.2021125210837.h5,01/07/2020
Dnipropetrovska,23460.03445,2020,183,VNP46A3.A2020183.h21v04.001.2021125210837.h5,01/07/2020
Donetska,18138.043,2020,183,VNP46A3.A2020183.h21v04.001.2021125210837.h5,01/07/2020
Kharkivska,45028.02794,2020,183,VNP46A3.A2020183.h21v04.001.2021125210837.h5,01/07/2020
Khersonska,3240.271369,2020,183,VNP46A3.A2020183.h21v04.001.2021125210837.h5,01/07/2020
Kirovohradska,15087.28535,2020,183,VNP46A3.A2020183.h21v04.001.2021125210837.h5,01/07/2020
Kyivska,65535,2020,183,VNP46A3.A2020183.h21v04.001.2021125210837.h5,01/07/2020
Luhanska,40049.45665,2020,183,VNP46A3.A2020183.h21v04.001.2021125210837.h5,01/07/2020
Mykolaivska,3527.160097,2020,183,VNP46A3.A2020183.h21v04.001.2021125210837.h5,01/07/2020
Odeska,1591.348503,2020,183,VNP46A3.A2020183.h21v04.001.2021125210837.h5,01/07/2020
Poltavska,58741.11212,2020,183,VNP46A3.A2020183.h21v04.001.2021125210837.h5,01/07/2020
Sevastopol,74.47757256,2020,183,VNP46A3.A2020183.h21v04.001.2021125210837.h5,01/07/2020
Vinnytska,65535,2020,183,VNP46A3.A2020183.h21v04.001.2021125210837.h5,01/07/2020
Zaporizka,726.6968871,2020,183,VNP46A3.A2020183.h21v04.001.2021125210837.h5,01/07/2020
Luhanska,64590.24713,2020,183,VNP46A3.A2020183.h22v04.001.2021125210852.h5,01/07/2020
Khmelnytska,53.67509118,2020,214,VNP46A3.A2020214.h20v03.001.2021125212019.h5,01/08/2020
Kyivska,8.839545015,2020,214,VNP46A3.A2020214.h20v03.001.2021125212019.h5,01/08/2020
Lvivska,0.753535308,2020,214,VNP46A3.A2020214.h20v03.001.2021125212019.h5,01/08/2020
Rivnenska,1.573039626,2020,214,VNP46A3.A2020214.h20v03.001.2021125212019.h5,01/08/2020
Ternopilska,0.735432898,2020,214,VNP46A3.A2020214.h20v03.001.2021125212019.h5,01/08/2020
Volynska,12.45304216,2020,214,VNP46A3.A2020214.h20v03.001.2021125212019.h5,01/08/2020
Zhytomyrska,62.47876709,2020,214,VNP46A3.A2020214.h20v03.001.2021125212019.h5,01/08/2020
Cherkaska,0.655120131,2020,214,VNP46A3.A2020214.h20v04.001.2021125212017.h5,01/08/2020
Chernivetska,1.231277221,2020,214,VNP46A3.A2020214.h20v04.001.2021125212017.h5,01/08/2020
Ivano-Frankivska,1.188855342,2020,214,VNP46A3.A2020214.h20v04.001.2021125212017.h5,01/08/2020
Khmelnytska,2.005929753,2020,214,VNP46A3.A2020214.h20v04.001.2021125212017.h5,01/08/2020
Kirovohradska,0.644180875,2020,214,VNP46A3.A2020214.h20v04.001.2021125212017.h5,01/08/2020
Kyivska,3.912187115,2020,214,VNP46A3.A2020214.h20v04.001.2021125212017.h5,01/08/2020
Lvivska,3.313134814,2020,214,VNP46A3.A2020214.h20v04.001.2021125212017.h5,01/08/2020
Odeska,1148.396766,2020,214,VNP46A3.A2020214.h20v04.001.2021125212017.h5,01/08/2020
Ternopilska,0.85253806,2020,214,VNP46A3.A2020214.h20v04.001.2021125212017.h5,01/08/2020
Vinnytska,4.008627137,2020,214,VNP46A3.A2020214.h20v04.001.2021125212017.h5,01/08/2020
Zakarpatska,1.893396068,2020,214,VNP46A3.A2020214.h20v04.001.2021125212017.h5,01/08/2020
Zhytomyrska,0.860690594,2020,214,VNP46A3.A2020214.h20v04.001.2021125212017.h5,01/08/2020
Cherkaska,104.4982809,2020,214,VNP46A3.A2020214.h21v03.001.2021125212118.h5,01/08/2020
Chernihivska,392.0844732,2020,214,VNP46A3.A2020214.h21v03.001.2021125212118.h5,01/08/2020
Kharkivska,2.179242424,2020,214,VNP46A3.A2020214.h21v03.001.2021125212118.h5,01/08/2020
Kyiv,27.35505319,2020,214,VNP46A3.A2020214.h21v03.001.2021125212118.h5,01/08/2020
Kyivska,185.5566523,2020,214,VNP46A3.A2020214.h21v03.001.2021125212118.h5,01/08/2020
Luhanska,0.622093023,2020,214,VNP46A3.A2020214.h21v03.001.2021125212118.h5,01/08/2020
Poltavska,210.1914829,2020,214,VNP46A3.A2020214.h21v03.001.2021125212118.h5,01/08/2020
Sumska,84.65377502,2020,214,VNP46A3.A2020214.h21v03.001.2021125212118.h5,01/08/2020
Autonomous Republic of Crimea,253.6800585,2020,214,VNP46A3.A2020214.h21v04.001.2021125212117.h5,01/08/2020
Cherkaska,54.97007956,2020,214,VNP46A3.A2020214.h21v04.001.2021125212117.h5,01/08/2020
Dnipropetrovska,24.80601777,2020,214,VNP46A3.A2020214.h21v04.001.2021125212117.h5,01/08/2020
Donetska,17.71605481,2020,214,VNP46A3.A2020214.h21v04.001.2021125212117.h5,01/08/2020
Kharkivska,11.81716883,2020,214,VNP46A3.A2020214.h21v04.001.2021125212117.h5,01/08/2020
Khersonska,2532.975608,2020,214,VNP46A3.A2020214.h21v04.001.2021125212117.h5,01/08/2020
Kirovohradska,6.266770533,2020,214,VNP46A3.A2020214.h21v04.001.2021125212117.h5,01/08/2020
Kyivska,120.4191729,2020,214,VNP46A3.A2020214.h21v04.001.2021125212117.h5,01/08/2020
Luhanska,4.515796138,2020,214,VNP46A3.A2020214.h21v04.001.2021125212117.h5,01/08/2020
Mykolaivska,1042.713362,2020,214,VNP46A3.A2020214.h21v04.001.2021125212117.h5,01/08/2020
Odeska,1598.768756,2020,214,VNP46A3.A2020214.h21v04.001.2021125212117.h5,01/08/2020
Poltavska,28.30881913,2020,214,VNP46A3.A2020214.h21v04.001.2021125212117.h5,01/08/2020
Sevastopol,81.10026385,2020,214,VNP46A3.A2020214.h21v04.001.2021125212117.h5,01/08/2020
Vinnytska,0.229166667,2020,214,VNP46A3.A2020214.h21v04.001.2021125212117.h5,01/08/2020
Zaporizka,654.5736513,2020,214,VNP46A3.A2020214.h21v04.001.2021125212117.h5,01/08/2020
Luhanska,0.636657841,2020,214,VNP46A3.A2020214.h22v04.001.2021125212115.h5,01/08/2020
Khmelnytska,36.45941061,2020,245,VNP46A3.A2020245.h20v03.001.2021126115822.h5,01/09/2020
Kyivska,103.7654163,2020,245,VNP46A3.A2020245.h20v03.001.2021126115822.h5,01/09/2020
Lvivska,0.673258366,2020,245,VNP46A3.A2020245.h20v03.001.2021126115822.h5,01/09/2020
Rivnenska,6.026478215,2020,245,VNP46A3.A2020245.h20v03.001.2021126115822.h5,01/09/2020
Ternopilska,0.300779107,2020,245,VNP46A3.A2020245.h20v03.001.2021126115822.h5,01/09/2020
Volynska,6.147553071,2020,245,VNP46A3.A2020245.h20v03.001.2021126115822.h5,01/09/2020
Zhytomyrska,262.7051156,2020,245,VNP46A3.A2020245.h20v03.001.2021126115822.h5,01/09/2020
Cherkaska,0.231980406,2020,245,VNP46A3.A2020245.h20v04.001.2021126174439.h5,01/09/2020
Chernivetska,1.899029779,2020,245,VNP46A3.A2020245.h20v04.001.2021126174439.h5,01/09/2020
Ivano-Frankivska,1.478100328,2020,245,VNP46A3.A2020245.h20v04.001.2021126174439.h5,01/09/2020
Khmelnytska,6.087676241,2020,245,VNP46A3.A2020245.h20v04.001.2021126174439.h5,01/09/2020
Kirovohradska,0.387694589,2020,245,VNP46A3.A2020245.h20v04.001.2021126174439.h5,01/09/2020
Kyivska,161.5342634,2020,245,VNP46A3.A2020245.h20v04.001.2021126174439.h5,01/09/2020
Lvivska,29.19372095,2020,245,VNP46A3.A2020245.h20v04.001.2021126174439.h5,01/09/2020
Odeska,1358.022311,2020,245,VNP46A3.A2020245.h20v04.001.2021126174439.h5,01/09/2020
Ternopilska,8.508415554,2020,245,VNP46A3.A2020245.h20v04.001.2021126174439.h5,01/09/2020
Vinnytska,34.0746688,2020,245,VNP46A3.A2020245.h20v04.001.2021126174439.h5,01/09/2020
Zakarpatska,0.777998096,2020,245,VNP46A3.A2020245.h20v04.001.2021126174439.h5,01/09/2020
Zhytomyrska,60.63745535,2020,245,VNP46A3.A2020245.h20v04.001.2021126174439.h5,01/09/2020
Cherkaska,814.8463369,2020,245,VNP46A3.A2020245.h21v03.001.2021126120020.h5,01/09/2020
Chernihivska,969.0388202,2020,245,VNP46A3.A2020245.h21v03.001.2021126120020.h5,01/09/2020
Kharkivska,1.388030303,2020,245,VNP46A3.A2020245.h21v03.001.2021126120020.h5,01/09/2020
Kyiv,27.96808511,2020,245,VNP46A3.A2020245.h21v03.001.2021126120020.h5,01/09/2020
Kyivska,1583.007432,2020,245,VNP46A3.A2020245.h21v03.001.2021126120020.h5,01/09/2020
Luhanska,0.574127907,2020,245,VNP46A3.A2020245.h21v03.001.2021126120020.h5,01/09/2020
Poltavska,95.23298258,2020,245,VNP46A3.A2020245.h21v03.001.2021126120020.h5,01/09/2020
Sumska,79.41419121,2020,245,VNP46A3.A2020245.h21v03.001.2021126120020.h5,01/09/2020
Autonomous Republic of Crimea,352.0960766,2020,245,VNP46A3.A2020245.h21v04.001.2021126115907.h5,01/09/2020
Cherkaska,540.0526169,2020,245,VNP46A3.A2020245.h21v04.001.2021126115907.h5,01/09/2020
Dnipropetrovska,50.75545234,2020,245,VNP46A3.A2020245.h21v04.001.2021126115907.h5,01/09/2020
Donetska,25.33606535,2020,245,VNP46A3.A2020245.h21v04.001.2021126115907.h5,01/09/2020
Kharkivska,2.817023892,2020,245,VNP46A3.A2020245.h21v04.001.2021126115907.h5,01/09/2020
Khersonska,3580.992399,2020,245,VNP46A3.A2020245.h21v04.001.2021126115907.h5,01/09/2020
Kirovohradska,29.378639,2020,245,VNP46A3.A2020245.h21v04.001.2021126115907.h5,01/09/2020
Kyivska,1414.109885,2020,245,VNP46A3.A2020245.h21v04.001.2021126115907.h5,01/09/2020
Luhanska,3.525141781,2020,245,VNP46A3.A2020245.h21v04.001.2021126115907.h5,01/09/2020
Mykolaivska,1106.974874,2020,245,VNP46A3.A2020245.h21v04.001.2021126115907.h5,01/09/2020
Odeska,1593.580971,2020,245,VNP46A3.A2020245.h21v04.001.2021126115907.h5,01/09/2020
Poltavska,246.1032784,2020,245,VNP46A3.A2020245.h21v04.001.2021126115907.h5,01/09/2020
Sevastopol,70.08443272,2020,245,VNP46A3.A2020245.h21v04.001.2021126115907.h5,01/09/2020
Vinnytska,0.083333333,2020,245,VNP46A3.A2020245.h21v04.001.2021126115907.h5,01/09/2020
Zaporizka,861.8058377,2020,245,VNP46A3.A2020245.h21v04.001.2021126115907.h5,01/09/2020
Luhanska,0.850250074,2020,245,VNP46A3.A2020245.h22v04.001.2021126115431.h5,01/09/2020
Khmelnytska,45547.32526,2020,275,VNP46A3.A2020275.h20v03.001.2021126180026.h5,01/10/2020
Kyivska,32374.32154,2020,275,VNP46A3.A2020275.h20v03.001.2021126180026.h5,01/10/2020
Lvivska,7064.544833,2020,275,VNP46A3.A2020275.h20v03.001.2021126180026.h5,01/10/2020
Rivnenska,15444.5561,2020,275,VNP46A3.A2020275.h20v03.001.2021126180026.h5,01/10/2020
Ternopilska,12053.16833,2020,275,VNP46A3.A2020275.h20v03.001.2021126180026.h5,01/10/2020
Volynska,2126.280755,2020,275,VNP46A3.A2020275.h20v03.001.2021126180026.h5,01/10/2020
Zhytomyrska,31772.20861,2020,275,VNP46A3.A2020275.h20v03.001.2021126180026.h5,01/10/2020
Cherkaska,13101.13261,2020,275,VNP46A3.A2020275.h20v04.001.2021126180025.h5,01/10/2020
Chernivetska,14127.95742,2020,275,VNP46A3.A2020275.h20v04.001.2021126180025.h5,01/10/2020
Ivano-Frankivska,18610.40511,2020,275,VNP46A3.A2020275.h20v04.001.2021126180025.h5,01/10/2020
Khmelnytska,17577.5364,2020,275,VNP46A3.A2020275.h20v04.001.2021126180025.h5,01/10/2020
Kirovohradska,3061.259822,2020,275,VNP46A3.A2020275.h20v04.001.2021126180025.h5,01/10/2020
Kyivska,2501.410546,2020,275,VNP46A3.A2020275.h20v04.001.2021126180025.h5,01/10/2020
Lvivska,9106.004959,2020,275,VNP46A3.A2020275.h20v04.001.2021126180025.h5,01/10/2020
Odeska,3932.679045,2020,275,VNP46A3.A2020275.h20v04.001.2021126180025.h5,01/10/2020
Ternopilska,6295.244654,2020,275,VNP46A3.A2020275.h20v04.001.2021126180025.h5,01/10/2020
Vinnytska,11193.78999,2020,275,VNP46A3.A2020275.h20v04.001.2021126180025.h5,01/10/2020
Zakarpatska,17925.69755,2020,275,VNP46A3.A2020275.h20v04.001.2021126180025.h5,01/10/2020
Zhytomyrska,13180.81439,2020,275,VNP46A3.A2020275.h20v04.001.2021126180025.h5,01/10/2020
Cherkaska,3467.159217,2020,275,VNP46A3.A2020275.h21v03.001.2021126180049.h5,01/10/2020
Chernihivska,3746.326501,2020,275,VNP46A3.A2020275.h21v03.001.2021126180049.h5,01/10/2020
Kharkivska,64.34208333,2020,275,VNP46A3.A2020275.h21v03.001.2021126180049.h5,01/10/2020
Kyiv,16279.93783,2020,275,VNP46A3.A2020275.h21v03.001.2021126180049.h5,01/10/2020
Kyivska,19622.02797,2020,275,VNP46A3.A2020275.h21v03.001.2021126180049.h5,01/10/2020
Luhanska,0.879360465,2020,275,VNP46A3.A2020275.h21v03.001.2021126180049.h5,01/10/2020
Poltavska,1891.31793,2020,275,VNP46A3.A2020275.h21v03.001.2021126180049.h5,01/10/2020
Sumska,1839.458296,2020,275,VNP46A3.A2020275.h21v03.001.2021126180049.h5,01/10/2020
Autonomous Republic of Crimea,268.8197756,2020,275,VNP46A3.A2020275.h21v04.001.2021126180046.h5,01/10/2020
Cherkaska,7663.000059,2020,275,VNP46A3.A2020275.h21v04.001.2021126180046.h5,01/10/2020
Dnipropetrovska,749.3082122,2020,275,VNP46A3.A2020275.h21v04.001.2021126180046.h5,01/10/2020
Donetska,23.77114055,2020,275,VNP46A3.A2020275.h21v04.001.2021126180046.h5,01/10/2020
Kharkivska,94.77062619,2020,275,VNP46A3.A2020275.h21v04.001.2021126180046.h5,01/10/2020
Khersonska,2424.207671,2020,275,VNP46A3.A2020275.h21v04.001.2021126180046.h5,01/10/2020
Kirovohradska,1608.310796,2020,275,VNP46A3.A2020275.h21v04.001.2021126180046.h5,01/10/2020
Kyivska,3939.677936,2020,275,VNP46A3.A2020275.h21v04.001.2021126180046.h5,01/10/2020
Luhanska,4.653404909,2020,275,VNP46A3.A2020275.h21v04.001.2021126180046.h5,01/10/2020
Mykolaivska,1317.177685,2020,275,VNP46A3.A2020275.h21v04.001.2021126180046.h5,01/10/2020
Odeska,2005.88373,2020,275,VNP46A3.A2020275.h21v04.001.2021126180046.h5,01/10/2020
Poltavska,3659.107635,2020,275,VNP46A3.A2020275.h21v04.001.2021126180046.h5,01/10/2020
Sevastopol,75.70712401,2020,275,VNP46A3.A2020275.h21v04.001.2021126180046.h5,01/10/2020
Vinnytska,50516.5625,2020,275,VNP46A3.A2020275.h21v04.001.2021126180046.h5,01/10/2020
Zaporizka,1374.239673,2020,275,VNP46A3.A2020275.h21v04.001.2021126180046.h5,01/10/2020
